Bases,0,1,2
000,0.44733044733044736,0.23308270676691728,0.09200968523002422
001,1.0,0.7333333333333333,0.15
010,0.7297297297297297,0.8387096774193549,0.36363636363636365
011,2.8,1.3888888888888888,0.5714285714285714
100,0.9788732394366197,0.413265306122449,0.2512820512820513
101,1.25,1.4375,0.6857142857142857
110,1.4137931034482758,0.6363636363636364,0.33663366336633666
111,2.5714285714285716,2.5357142857142856,0.6190476190476191
