Bases,0,1,2
000,0.2735679480238224,0.16159439806086723,0.07185450208706022
001,0.8279158699808795,0.655154091392136,0.25880711545169166
010,0.6082682856316854,0.3952936884348778,0.21068249258160238
011,0.8095238095238095,0.6639292482627922,0.23981433728726148
100,0.40858276235124413,0.2611704528358658,0.12353249083975174
101,0.8369230769230769,0.6380862150639507,0.25976768743400214
110,0.6061074603788171,0.4070265638389032,0.21472178615035759
111,0.8016997167138811,0.6345148169668797,0.3028628829733802
