Bases,0,1,2
000,0.5882352941176471,0.2,0.0
001,,1.0,
010,0.5,0.5,0.6666666666666666
011,,4.0,4.0
100,2.0,0.4,0.0
101,4.0,1.0,1.0
110,,0.0,0.0
111,,,2.0
