Bases,0,1,2
000,0.2735971596813301,0.1616116295764537,0.07182505681183177
001,0.8279158699808795,0.6553372278279341,0.25880711545169166
010,0.6082057208899162,0.3953318745441284,0.21073446327683615
011,0.8095238095238095,0.6641414141414141,0.24020618556701032
100,0.4086525461919784,0.2611474546958418,0.12352325407507103
101,0.8370901639344263,0.6382575757575758,0.25993668659866337
110,0.6061074603788171,0.4068522483940043,0.2146843390303453
111,0.8016997167138811,0.6345148169668797,0.3032128514056225
