Bases,0,1,2
000,0.2613784135240572,0.15575221238938053,0.0591016548463357
001,0.6666666666666666,0.3793103448275862,0.24390243902439024
010,0.48,0.40476190476190477,0.2018348623853211
011,0.75,0.5454545454545454,0.2647058823529412
100,0.38333333333333336,0.2388663967611336,0.09734513274336283
101,0.7142857142857143,0.5,0.22448979591836735
110,0.5609756097560976,0.3684210526315789,0.17582417582417584
111,0.8181818181818182,0.5555555555555556,0.2564102564102564
